,Unnamed: 0,정류소명,Y좌표,X좌표,주소
0,4001,방학동도깨비시장입구,37.6651579099,127.0366488472,서울특별시 도봉구 방학동
1,4002,거성학마을아파트,37.6661972701,127.0381716917,서울특별시 도봉구 방학동
2,4003,도봉새마을금고본점,37.667145875,127.0412481803,서울특별시 도봉구 방학동
3,4004,창5동현대아파트,37.6560152868,127.0402847603,서울특별시 도봉구 창동
4,4005,창5동현대1차아파트,37.6560503446,127.0405307222,서울특별시 도봉구 창동
5,4006,창동아이파크,37.6614977323,127.0468345908,서울특별시 도봉구 창동
6,4007,창번교,37.6354839138,127.0384278157,서울특별시 도봉구 창동
7,4008,방학3동주민센터,37.6591681347,127.0279037943,서울특별시 도봉구 방학동
8,4009,도봉동서광아파트,37.6781990171,127.0494617013,서울특별시 도봉구 도봉동
9,4010,정병원,37.661947,127.04192,서울특별시 도봉구 방학동
10,4011,창동고등학교,37.6512951076,127.0385652526,서울특별시 도봉구 창동
11,4012,정의여중고입구,37.650980451,127.0332340435,서울특별시 도봉구 쌍문동
12,4013,옛고을길입구,37.6508592467,127.031628105,서울특별시 도봉구 쌍문동
13,4014,한국사회봉사회,37.6615430092,127.0150852363,서울특별시 강북구 우이동
14,4015,도깨비시장,37.6653285072,127.0356911077,서울특별시 도봉구 방학동
15,4016,방학동도깨비시장,37.6652321384,127.0355369032,서울특별시 도봉구 방학동
16,4017,태영데시앙아파트,37.642384365,127.0324449266,서울특별시 도봉구 창동
17,4018,창번교앞,37.6354686365,127.03822395,서울특별시 도봉구 창동
18,4019,금용아파트,37.637736706,127.0351770744,서울특별시 도봉구 창동
19,4020,창번2교앞,37.63859,127.034453,서울특별시 도봉구 창동
20,4021,대우아파트104동,37.6432566421,127.038349191,서울특별시 도봉구 창동
21,4022,도봉산입구,37.687222,127.040693,서울특별시 도봉구 도봉동
22,4023,도봉등기소,37.6514607242,127.0442205449,서울특별시 도봉구 창동
23,4024,도봉차고지,37.6904888042,127.0448741598,서울특별시 도봉구 도봉동
24,4025,샘말어린이공원,37.668748,127.031945,서울특별시 도봉구 방학동
25,4026,안방학동,37.6690677721,127.0299513375,서울특별시 도봉구 방학동
26,4027,주공4단지후문,37.6468600276,127.0482646101,서울특별시 도봉구 창동
27,4028,창1동대우그린아파트,37.6470481829,127.048679498,서울특별시 도봉구 창동
28,4029,상아아파트,37.6531642014,127.0430383546,서울특별시 도봉구 창동
29,4030,동아운수앞,37.658907,127.013997,서울특별시 도봉구 쌍문동
30,4031,북한산아이파크,37.6589873738,127.0419241616,서울특별시 도봉구 창동
31,4032,북한산아이파크,37.6592656868,127.0422609458,서울특별시 도봉구 창동
32,4033,창동아이파크,37.660831639,127.0473272233,서울특별시 도봉구 창동
33,4034,창동아이파크,37.6610272451,127.0471471284,서울특별시 도봉구 창동
34,4035,창동.신창시장,37.6388467098,127.0384760994,서울특별시 도봉구 창동
35,4036,신창.창동시장,37.6390783287,127.0383504426,서울특별시 도봉구 창동
36,4037,창동역서측,37.6524856893,127.0454394755,서울특별시 도봉구 창동
37,4038,안방학동,37.6676604016,127.0329138828,서울특별시 도봉구 방학동
38,4039,안방학동,37.667697,127.03311,서울특별시 도봉구 방학동
39,4040,창동농협물류센터,37.6548949746,127.0500842135,서울특별시 도봉구 창동
40,4041,태영데시앙아파트,37.642758,127.031672,서울특별시 도봉구 창동
41,4042,방학중학교,37.6668576545,127.0325077203,서울특별시 도봉구 방학동
42,4043,도봉산역광역환승센터,37.6896677799,127.0452569196,서울특별시 도봉구 도봉동
43,4044,도봉산역광역환승센터,37.6898762161,127.0444996062,서울특별시 도봉구 도봉동
44,4045,도봉산역광역환승센터,37.6899483575,127.0443522431,서울특별시 도봉구 도봉동
45,4046,도봉산역광역환승센터,37.690177,127.044267,서울특별시 도봉구 도봉동
46,4047,한국사회봉사회,37.6618138354,127.0147587067,서울특별시 강북구 우이동
47,4048,한국사회봉사회,37.662163,127.014675,서울특별시 강북구 우이동
48,4049,창동교,37.651439584,127.053129673,서울특별시 도봉구 창동
49,4050,창동교,37.6518133395,127.0535802841,서울특별시 도봉구 창동
50,4051,녹천교,37.6446012247,127.054438591,서울특별시 도봉구 창동
51,4052,녹천교,37.6450344811,127.0549535751,서울특별시 도봉구 창동
52,4053,창동역,37.6533690331,127.0492185591,서울특별시 도봉구 창동
53,4054,도봉여성센터,37.6628827003,127.0302537587,서울특별시 도봉구 방학동
54,4055,한일병원,37.645868972,127.0284574972,서울특별시 도봉구 쌍문동
55,4056,동익아파트,37.6506949897,127.0252305774,서울특별시 도봉구 쌍문동
56,4057,꽃동네,37.6527572122,127.022498822,서울특별시 도봉구 쌍문동
57,4058,법종사,37.6573958353,127.0180176318,서울특별시 도봉구 쌍문동
58,4059,창동하나로마트,37.6548345868,127.0504072869,서울특별시 도봉구 창동
59,4060,신동아프라자,37.6612533186,127.0275248668,서울특별시 도봉구 방학동
60,4061,한일병원입구,37.6445614593,127.0286428437,서울특별시 도봉구 쌍문동
61,4062,용호약국,37.6499633172,127.025211064,서울특별시 도봉구 쌍문동
62,4063,에덴약국,37.6514369621,127.0233665374,서울특별시 도봉구 쌍문동
63,4064,청한빌라,37.6572646786,127.0151682419,서울특별시 도봉구 쌍문동
64,4065,방학동신동아아파트,37.6600260286,127.0276173556,서울특별시 도봉구 방학동
65,4066,사거리슈퍼,37.6497379178,127.0258093606,서울특별시 도봉구 쌍문동
66,4067,쌍문1동현대아파트,37.6505864786,127.0226715612,서울특별시 도봉구 쌍문동
67,4068,우이성당,37.6556688049,127.0156518671,서울특별시 도봉구 쌍문동
68,4069,방학동성원아파트.방학3동주민센터,37.6586933171,127.0276882672,서울특별시 도봉구 쌍문동
69,4070,쌍문역,37.6474064783,127.0342478396,서울특별시 도봉구 창동
70,4071,믿음주유소,37.6493746259,127.0265163993,서울특별시 도봉구 쌍문동
71,4072,오복슈퍼,37.6495384245,127.0231778182,서울특별시 도봉구 쌍문동
72,4073,함석헌기념관.정의여중고,37.6525912459,127.0373657316,서울특별시 도봉구 창동
73,4074,쌍문1동주민센터,37.6482095603,127.0263788608,서울특별시 도봉구 쌍문동
74,4075,환승장.기숙사,37.6489176294,127.0229271728,서울특별시 도봉구 쌍문동
75,4076,덕성여대후문.효문중고교앞,37.6526914381,127.0171019004,서울특별시 도봉구 쌍문동
76,4077,창동아이파크,37.6612378102,127.0478602057,서울특별시 도봉구 창동
77,4078,둘리뮤지엄.극동대우이안아파트,37.6515755538,127.0282806118,서울특별시 도봉구 쌍문동
78,4079,도봉구보건소앞,37.6573821506,127.0377806894,서울특별시 도봉구 쌍문동
79,4080,쌍문초등학교,37.6476701439,127.0248567147,서울특별시 도봉구 쌍문동
80,4081,쌍문1치안센터,37.6500958249,127.0202835758,서울특별시 도봉구 쌍문동
81,4082,서울문화고등학교,37.6639198822,127.0467012265,서울특별시 도봉구 방학동
82,4083,신일라이프아파트,37.6506912973,127.0294951701,서울특별시 도봉구 쌍문동
83,4084,시립도봉노인종합복지관,37.6581010105,127.0355267033,서울특별시 도봉구 쌍문동
84,4085,경기푸른미래관,37.6495936762,127.0216739733,서울특별시 도봉구 쌍문동
85,4086,대상타운현대아파트,37.6657095236,127.0464439042,서울특별시 도봉구 방학동
86,4087,연세한의원,37.6582556637,127.0346720844,서울특별시 도봉구 쌍문동
87,4088,방학삼성래미안1단지아파트,37.6673955059,127.0462737888,서울특별시 도봉구 방학동
88,4089,소피아호텔,37.651121436,127.0349113945,서울특별시 도봉구 쌍문동
89,4090,쌍문동현대1차아파트,37.6580622671,127.0323860104,서울특별시 도봉구 쌍문동
90,4091,도봉구청,37.6689858813,127.0463382564,서울특별시 도봉구 방학동
91,4092,미래빌라,37.6481869597,127.0267063644,서울특별시 도봉구 쌍문동
92,4093,도봉중학교.서원아파트,37.6718061105,127.0466948323,서울특별시 도봉구 도봉동
93,4094,도봉중학교.서원아파트,37.6712739361,127.0457717409,서울특별시 도봉구 도봉동
94,4095,창동한신아파트,37.6459961514,127.0347140807,서울특별시 도봉구 창동
95,4096,성원아파트,37.6579159925,127.0301168678,서울특별시 도봉구 쌍문동
96,4097,세무서앞,37.6532890093,127.0509355099,서울특별시 도봉구 창동
97,4098,하나약국,37.6732378533,127.0468646417,서울특별시 도봉구 도봉동
98,4099,신도봉시장,37.6713138288,127.0427155534,서울특별시 도봉구 도봉동
99,4100,창동중앙약국,37.6461540013,127.0371449268,서울특별시 도봉구 창동
100,4101,선덕사거리.세그루학원입구,37.657803811,127.028285241,서울특별시 도봉구 쌍문동
101,4102,창동역,37.6536565315,127.0490884146,서울특별시 도봉구 창동
102,4103,서울북부지방검찰청.한양수자인아파트,37.6746865772,127.0473813687,서울특별시 도봉구 도봉동
103,4104,오봉초등학교,37.6710237818,127.0398564343,서울특별시 도봉구 도봉동
104,4105,중앙폐차장,37.6461685574,127.0394918483,서울특별시 도봉구 창동
105,4106,방학3동주민센터,37.6584636075,127.0274082286,서울특별시 도봉구 쌍문동
106,4107,청구아파트,37.6577150088,127.0265443002,서울특별시 도봉구 방학동
107,4108,엘지전자,37.6508502983,127.0313946417,서울특별시 도봉구 쌍문동
108,4109,서울북부지방검찰청.성우현대아파트,37.6761134866,127.0483538423,서울특별시 도봉구 도봉동
109,4110,시온슈퍼,37.6728138601,127.0409094029,서울특별시 도봉구 도봉동
110,4111,창성빌라,37.6441949149,127.040308972,서울특별시 도봉구 창동
111,4112,김수영문학관,37.6594246503,127.0251961284,서울특별시 도봉구 방학동
112,4113,서울북부지방법원,37.677670178,127.0492414111,서울특별시 도봉구 도봉동
