,Unnamed: 0,정류소명,Y좌표,X좌표,주소
0,12001,문현고등학교.송파파인타운5단지,37.480632,127.129475,서울특별시 송파구 장지동
1,12002,문현고등학교,37.4807091324,127.1292061629,서울특별시 송파구 장지동
2,12003,풍납현대아파트,37.5287587812,127.1193610526,서울특별시 송파구 풍납동
3,12004,문정3차푸르지오아파트.송파파인타운1단지,37.4866738525,127.1335864078,서울특별시 송파구 문정동
4,12005,문정3차푸르지오아파트.송파파인타운1단지,37.4864839486,127.1333836546,서울특별시 송파구 문정동
5,12006,아이코리아앞,37.48096,127.13364,서울특별시 송파구 장지동
6,12007,가든파이브.웍스동,37.478215,127.121195,서울특별시 송파구 문정동
7,12008,가든파이브.웍스동,37.4782546079,127.1212593757,서울특별시 송파구 문정동
8,12009,위례31단지정문,37.4725899491,127.132278952,서울특별시 송파구 장지동
9,12010,장지역가든파이브라이프동,37.4791155553,127.124772665,서울특별시 송파구 문정동
10,12011,장지역가든파이브라이프동,37.4789275658,127.1249012174,서울특별시 송파구 문정동
11,12012,가든파이프툴동,37.4791477338,127.1193612432,서울특별시 송파구 문정동
12,12013,가든파이브툴동,37.4789426026,127.1190431911,서울특별시 송파구 문정동
13,12014,잠실대교전망쉼터,37.5201071463,127.0951336442,서울특별시 송파구 신천동
14,12015,잠실대교전망쉼터,37.519993,127.09479,서울특별시 송파구 잠실동
15,12016,석촌호수서호사거리,37.506324,127.098408,서울특별시 송파구 석촌동
16,12017,석촌호수서호사거리,37.5065890171,127.099235139,서울특별시 송파구 잠실동
17,12018,미켈란호수가아파트,37.5076563193,127.1026500655,서울특별시 송파구 석촌동
18,12019,미켈란호수가아파트,37.5081977473,127.1031124564,서울특별시 송파구 잠실동
19,12020,호수임광아파트,37.5106263397,127.1067263617,서울특별시 송파구 송파동
20,12021,호수임광아파트,37.5113882396,127.1072025448,서울특별시 송파구 신천동
21,12022,송파파인타운아파트11단지,37.4786668849,127.1333663666,서울특별시 송파구 장지동
22,12023,송파파인타운아파트11단지,37.4787068369,127.1330973326,서울특별시 송파구 장지동
23,12024,문정중학교후문,37.4882821419,127.1305235717,서울특별시 송파구 문정동
24,12025,문정동래미안아파트남문,37.4888716798,127.1303278302,서울특별시 송파구 문정동
25,12026,파크데일아파트입구,37.4976209089,127.1546364429,서울특별시 송파구 마천동
26,12027,위례아이파크아파트앞,37.4758687793,127.1411478405,서울특별시 송파구 장지동
27,12028,송파더센트레.송례초앞,37.4785513432,127.1390128304,서울특별시 송파구 장지동
28,12029,송파더센트레.송례중앞,37.4782159275,127.1407082374,서울특별시 송파구 장지동
29,12030,송파꿈에그린아파트,37.4749448409,127.1407699426,서울특별시 송파구 장지동
30,12031,송파푸르지오시티.한화오벨리스크,37.4809129525,127.1197967562,서울특별시 송파구 문정동
31,12032,송파푸르지오시티.한화오벨리스크,37.480603694,127.1204716666,서울특별시 송파구 문정동
32,12033,파크데일아파트입구,37.4977775358,127.1547623047,서울특별시 송파구 마천동
33,12034,복정역,37.4700651629,127.1257548303,서울특별시 송파구 장지동
34,12035,복정역환승센터2번승강장,37.4699638279,127.1274771022,서울특별시 송파구 장지동
35,12036,풍납동극동.쌍용아파트,37.5266217768,127.1180667018,서울특별시 송파구 풍납동
36,12037,송파.잠실세무서,37.5267839464,127.1153594729,서울특별시 송파구 풍납동
37,12038,복정역환승센터3번승강장,37.4699297672,127.1275897549,서울특별시 송파구 장지동
38,12039,풍납동극동.쌍용아파트,37.5263988605,127.1184114313,서울특별시 송파구 방이동
39,12040,송파역,37.4998736805,127.1123582001,서울특별시 송파구 가락동
40,12041,복정역환승센터4번승강장,37.4699340248,127.127718501,서울특별시 송파구 장지동
41,12042,송파역.헬리오시티,37.4999130728,127.1116334484,서울특별시 송파구 가락동
42,12043,송례중학교.위례아이파크,37.4779868491,127.1418951814,서울특별시 송파구 장지동
43,12044,잠실4동주민센터.파크리오B상가,37.5200420706,127.1130777048,서울특별시 송파구 신천동
