,정류소명,Y좌표,X좌표
4142,한신아파트후문,37.6838280147,127.0495039881
4143,창4동현대아파트,37.6612919258,127.0477344267
4144,창북중학교,37.6515935012,127.0381460822
4145,윤성빌라.다리앞,37.6790145516,127.0423594433
4146,창동농협하나로마트,37.65555481,127.0497923538
4147,에덴약국,37.6513747708,127.0234515159
4148,도봉파크빌2단지,37.6842317103,127.0515734531
4149,녹천북부역,37.6455815548,127.0505136573
4150,창1동대우그린아파트,37.6469959833,127.0486325542
4151,창일중학교,37.6486610411,127.047867374
4152,창동역서측,37.6523291893,127.0463383955
4153,상아아파트,37.6531644042,127.0429967888
4154,옛고을길입구,37.6508570874,127.0315854369
4155,창일중학교,37.6488028481,127.0474971727
4156,주공4단지후문,37.646858824,127.0483171871
4157,창동아이파크,37.6610588993,127.0472313815
4158,북한산아이파크,37.6592047886,127.0421935404
4159,한국사회봉사회,37.6615467325,127.0150415696
4160,북한산아이파크,37.6589907288,127.0419690825
4161,창동아이파크,37.6608616798,127.0473835119
4162,도봉초등학교,37.678435785,127.0405825778
4163,도봉구보건소앞,37.6571578082,127.0376989713
4164,우성1차아파트,37.6574064432,127.0241991891
4165,경기푸른미래관,37.6497874333,127.0215380357
4166,서원아파트,37.6716952848,127.0466777586
4167,창동이마트,37.6513329248,127.0461708888
4168,누원고등학교.한신아파트정문,37.6858016495,127.0509577365
4169,창동농협물류센타,37.6538322854,127.0511081493
4170,서울문화고등학교,37.6636468356,127.0467520626
4171,부대앞,37.6781182487,127.0389713981
4172,소피아호텔,37.6513619627,127.0351189022
4173,도봉구민회관,37.6545941345,127.0380240815
4174,청구아파트,37.6575159,127.0264127549
4175,쌍문1치안센터,37.6501841,127.0204615261
4176,창동고등학교,37.6515854197,127.0380588132
4177,무수골,37.6777532993,127.0361868209
4178,정의여중고,37.6512012464,127.0331242114
4179,정의여중고,37.6520634738,127.036534068
4180,덕성여대후문.효문중고교앞,37.6527716123,127.0172526514
4181,부대앞,37.6780200195,127.0390076255
4182,신일라이프아파트,37.6509462068,127.0298771931
4183,약초원.동아슈퍼,37.6545604185,127.0160925096
4184,도봉초등학교,37.6783177932,127.0404396652
4185,둘리뮤지엄.대우이안극동아파트,37.6518341339,127.0284042411
4186,우이1교,37.6439470553,127.031648971
4187,우이성당,37.6560328264,127.0157596144
4188,엘지전자,37.6510629639,127.0313539323
4189,한신아파트정문,37.6864731679,127.0504502354
4190,윤성빌라.다리앞,37.6789379513,127.0423843417
4191,한일병원입구,37.6444216622,127.0291719949
4192,청한빌라,37.6573106168,127.0152985919
4193,도봉파크빌3단지,37.6879883235,127.0493865639
4194,도봉1파출소,37.6795575228,127.0433971197
4195,방학3동주민센터.방학동성원아파트,37.6592095867,127.027893609
4196,도봉1동주민센터.럭키아파트,37.6786374607,127.0435711769
4197,신동아아파트16동,37.6601962887,127.027803303
4198,도봉산역,37.6893500743,127.0466117182
4199,성황당,37.6769488243,127.0436280078
4200,신동아아파트12동,37.6610685461,127.0277446887
4201,도봉파크빌3단지,37.6879397664,127.0491450189
4202,삼거리슈퍼,37.6755926524,127.0434480274
4203,대원그린아파트.도봉실버센터,37.6625589484,127.0276624996
4204,부부슈퍼,37.674596518,127.0425258468
4205,방학동극동아파트.방학동천주교성당,37.6636518246,127.0282160499
4206,시온슈퍼,37.6731273774,127.0410739524
4207,방학중학교,37.6666528006,127.0325922954
4208,오봉초등학교,37.6710355447,127.0397113391
4209,누원고등학교.한신아파트정문,37.6856747197,127.0506753264
4210,신도봉시장,37.6711714567,127.0427211398
4211,도봉파크빌2단지앞,37.684132735,127.0512457149
4212,도봉중학교.서원아파트,37.670538485,127.046214526
4213,극동유원아파트후문,37.6820001335,127.050685298
4214,도봉구청,37.6688364291,127.0460150954
4215,삼환아파트후문,37.6802200817,127.0495741502
4216,방학삼성래미안1단지아파트,37.6673839252,127.045932583
4217,삼환.동아에코빌아파트,37.6805570067,127.0475733049
4218,대상타운현대아파트,37.6657646161,127.0461208838
4219,노원교.성대야구장,37.6790685997,127.0493545745
4220,서울문화고등학교,37.6639362299,127.0463759229
4221,서울북부지방법원,37.6769856293,127.0485936182
4222,창동아이파크,37.6614634724,127.0468821746
4223,서울북부지방검찰청.성우현대아파트,37.6758541909,127.0478287807
4224,쌍용아파트,37.6605139187,127.0486565532
4225,서울북부지방검찰청.한양수자인아파트,37.6747299568,127.0470617037
4226,자운고등학교,37.6586185247,127.0496799249
4227,하나약국,37.6724630827,127.046473053
4228,동아청솔아파트,37.6566406998,127.049578869
4229,창동하나로마트,37.6556854855,127.0497471062
4230,한신아파트정문,37.6864415246,127.050090975
4231,약초원.동아슈퍼,37.6541307821,127.0160217501
4232,정의여중고,37.6509741734,127.0331275104
4233,환승장.기숙사,37.6488535848,127.0232739332
4234,농협하나로,37.6538241953,127.05106281
4235,법종사,37.6572458455,127.0183105701
4236,우이그린빌라입구,37.6572163711,127.0189719074
4237,도봉구민회관앞,37.6541534245,127.0382788602
4238,효문중학교,37.6516748247,127.0185023738
4239,효문중학교,37.6515336045,127.0182797505
4240,도봉중학교후문,37.6711168303,127.0450448623
4241,방학동도깨비시장입구,37.6651868464,127.036319008
4242,온누리교회,37.6673886582,127.0403849917
4243,공릉시장,37.6227408373,127.0741781792
4244,공릉시장,37.6231160369,127.0736211764
4245,태릉입구역4번출구,37.6195890997,127.0752002532
4246,태릉입구역3번출구,37.6194253308,127.0748409839
4247,태릉입구역,37.6174314251,127.0745342644
4248,태릉입구역,37.6170160254,127.0745338498
4249,공릉1동삼익아파트,37.6178001416,127.0728139144
4250,공릉초등학교,37.6186521132,127.0735465403
4251,대주아파트,37.6213166942,127.0719631752
4252,공릉행복발전소,37.6221490333,127.0723921996
4253,공릉대아2차아파트,37.6229904068,127.0713043223
4254,태릉사거리,37.6194735789,127.0782519594
4255,경춘선숲길.토끼굴앞,37.6192607834,127.0798059638
4256,주유소앞다운복지관,37.6188544927,127.0796605295
4257,태릉사거리,37.6190293364,127.0782639548
4258,서울생활사박물관.농협앞,37.6184782736,127.0776573254
4259,태릉입구역7번출구.서울생활사박물관,37.6178032176,127.0764977723
4260,화랑대역1번출구,37.6197810079,127.0832854305
4261,공연초등학교,37.6267629268,127.0761376181
4262,공릉역,37.6259198437,127.0742039968
4263,서울과학기술대앞,37.6302682172,127.0760165656
4264,동신아파트,37.6276242384,127.0777098924
4265,현대성우아파트,37.6274439652,127.0777958084
4266,동부아파트,37.6275048293,127.0784144592
4267,한보아파트.삼익아파트,37.6275466907,127.0804798611
4268,삼익아파트.한보아파트,37.6273269956,127.0802315101
4269,원자력병원,37.6282997244,127.08218124
4270,원자력병원입구,37.6265654006,127.0791634717
4271,안마을,37.6236852522,127.0795886481
4272,두산힐스빌아파트,37.6213870578,127.0788883617
4273,두산힐스빌아파트,37.6213409964,127.079046912
4274,안마을,37.6236970732,127.0794300566
4275,공릉해링턴플레이스,37.6282670614,127.0850407835
4276,원자력병원.공릉해링턴플레이스,37.6274614335,127.0851237034
4277,공릉우방아파트,37.626095,127.086035
4278,태릉해링턴플레이스아파트,37.6251675653,127.08596737
4279,화랑타운아파트,37.623608,127.086747
4280,청솔아파트,37.6231352496,127.0864770901
4281,화랑대역2번출구,37.6202214222,127.083590654
4282,화랑대사거리,37.6218480002,127.0883708703
4283,화랑대사거리,37.6221670667,127.0883648466
4284,경춘선숲길.화랑대역공원,37.6239065331,127.0913199521
4285,경춘선숲길.화랑대역공원,37.6235352001,127.0902613846
4286,서울여대.육군사관학교행정안내소,37.6260067781,127.0949727932
4287,서울여대.육군사관학교행정안내소,37.6261675083,127.0945526831
4288,태릉국제사격장,37.6276474938,127.0962777688
4289,태릉국제사격장,37.6281945254,127.0961867051
4290,태릉,37.6301893532,127.0985753415
4291,태릉,37.63046,127.098258
4292,태릉선수촌,37.633302178,127.1032736039
4293,태릉선수촌,37.6338984084,127.1035996118
4294,한국스포츠정책과학원,37.6355918609,127.1062793991
4295,한국스포츠정책과학원,37.6352934231,127.1054756331
4296,삼육대앞,37.6384153875,127.1084328965
4297,삼육대앞,37.6387780506,127.1082986159
4298,담터고개,37.6408369424,127.1112874447
4299,원자력병원공릉동삼익2차아파트,37.6260432496,127.0797928224
4300,예수사랑교회,37.6223048363,127.0871773715
4301,서울과학기술대입구,37.6284740985,127.071801265
4302,서울과학기술대입구,37.6282913824,127.0714657343
4303,공릉역1번출구,37.6265794185,127.0727862243
4304,공릉역4번출구,37.6267500783,127.0722756493
4305,공릉신도2차아파트,37.6251962218,127.0713664735
4306,공릉대동2차아파트,37.6268706243,127.0710519858
4307,공릉대동2차아파트,37.6268950809,127.0708401503
4308,노원문화원,37.6283778949,127.0699476545
4309,노원문화원,37.6286113424,127.0698345772
4310,용원초등학교,37.6287436096,127.0686258297
4311,용원초등학교,37.6286698439,127.068413898
4312,공릉동.동신아파트앞,37.6280018582,127.0776094529
4313,공릉2단지,37.6303039782,127.0675962468
4314,서울과학기술대학교후문,37.6310420326,127.083020412
4315,영화교회,37.6306548551,127.0715767647
4316,서울과학기술대학교후문,37.632242938,127.0833571206
4317,공릉삼익아파트,37.6294796422,127.0733714013
4318,공연초등학교,37.6267236629,127.0755405228
4319,공릉역,37.6259895946,127.0736172131
4320,공릉1단지후문,37.6312886007,127.0695946201
4321,상계주공9단지,37.6629604016,127.0584559747
4322,노원고등학교,37.6613927099,127.054559747
4323,임광아파트상가,37.6611596105,127.0574568963
4324,상계주공7단지,37.6603667717,127.0591136049
4325,대림아파트상가,37.6603435605,127.0586794778
4326,도봉면허시험장,37.6574468479,127.0599658724
4327,도봉면허시험장,37.6573380333,127.0595396275
4328,상계주공7단지,37.6609052625,127.0598156383
4329,상계주공7단지.광림교회앞,37.660576,127.062616
4330,상계10동우체국,37.6607333963,127.0628214067
4331,청원고등학교,37.6650492388,127.0617198674
4332,상계주공9단지,37.6645767657,127.058796161
4333,온곡중학교.노원중앙도서관,37.6595872028,127.0645319222
4334,온곡중학교.노원중앙도서관,37.659200716,127.0643933097
4335,두산아파트.도심공항수락터미널,37.6786388885,127.0532633606
4336,두산아파트.도심공항수락터미널,37.6784697242,127.0531293045
4337,수락산역3번출구,37.6771708775,127.0555614524
4338,수락산역,37.6773540117,127.0551013061
4339,노일초등학교,37.6735135543,127.0552560424
4340,노원초등학교,37.6729257704,127.0558552991
4341,상계현대2차아파트,37.6717178437,127.0509549057
4342,상계현대3차아파트,37.6709521187,127.0525754362
4343,수락리버시티아파트,37.6893310475,127.0552031453
4344,수락리버시티아파트,37.6890118581,127.0556485232
4345,수락중고등학교,37.6828387764,127.0552708957
4346,수락중고등학교,37.6828962607,127.0556632283
4347,은빛아파트2단지,37.6802094382,127.0552746136
4348,홍파복지원미주아파트,37.6798317125,127.0556473336
4349,상계초등학교,37.6575866132,127.065773835
4350,상계초등학교,37.6577862218,127.0660996443
4351,노원역9번출구,37.6562250263,127.0620986528
4352,노원역1번출구,37.656202,127.063365
4353,롯데백화점노원점.노원역4번출구,37.65483,127.062274
4354,와우패션클럽,37.655191203,127.0638662325
4355,중앙하이츠2차아파트,37.6543565166,127.0676157788
4356,상계중학교정문,37.652453113,127.068179581
4357,상계중학교,37.6514783878,127.0693097313
4358,코오롱아파트.양지대림아파트,37.652497575,127.0707159998
4359,상계119안전센터,37.6539595555,127.0714971282
4360,상계119안전센터,37.6539017158,127.0717781423
4361,상계동주유소,37.6575214427,127.0716240844
4362,상계동주유소,37.6577519815,127.0718498531
4363,상계중앙시장입구,37.658467,127.070695
4364,상계중앙시장입구,37.6586672162,127.07079099
4365,흥안운수종점,37.6697664795,127.0809233223
4366,흥안운수종점,37.669829693,127.0807216125
4367,불암현대아파트,37.6680546532,127.0792732673
4368,동아불암아파트,37.6661480625,127.0777874472
4369,동아불암아파트,37.6668981075,127.0786202502
4370,노원롯데캐슬시그니처아파트,37.6651174824,127.0774377763
4371,노원롯데캐슬시그니처아파트,37.6652321365,127.0769871652
4372,상계불암대림아파트,37.6631739503,127.0761128792
4373,흥안운수상계4동종점,37.6707827207,127.0824740592
4374,상계역,37.659743,127.072128
4375,상신교회,37.661247,127.07079
4376,상신교회,37.6614316732,127.0708752242
4377,계상초등학교,37.66283,127.06898
4378,상계5동주민센터,37.6628644876,127.0691876995
4379,상계한신2차아파트,37.664229288,127.066634053
4380,상계한신2차아파트,37.6644437316,127.0666569148
4381,상계벽산아파트,37.6611778075,127.0734320584
4382,당고개입구오거리,37.6629882049,127.0753926279
4383,상계2동주민센터,37.6574530882,127.0677066158
4384,벽산아파트103동,37.6607048337,127.0718186956
4385,상계주공3단지,37.6520957586,127.0609078892
4386,상계주공2단지,37.649637244,127.0616198478
4387,상계주공1단지,37.6471279991,127.0628303436
4388,마들근린공원.노원에코센터,37.6449600753,127.0591999819
4389,마들근린공원.노원에코센터,37.6452860969,127.0595368052
4390,노원구청,37.6536818196,127.058813636
4391,노원구청,37.6538580057,127.0578515657
4392,노원구청,37.6542764042,127.0572410143
4393,노원구청,37.6543087235,127.0574869763
4394,상계주공2단지223동,37.6479723525,127.0574458278
4395,상계주공2단지,37.6511093271,127.0604208967
4396,상계주공6단지,37.65318414,127.0611445117
4397,상계주공4단지,37.6507752318,127.0617647168
4398,백병원,37.6480182386,127.06288209
4399,상계6.7동주민센터,37.6544207283,127.06720443
4400,상계중학교,37.6523542041,127.0678156944
4401,상계2동주민센터,37.6575448861,127.0673323625
4402,상경초등학교,37.6707971529,127.0520711414
4403,상계주공15단지,37.6682902974,127.0565591686
4404,상계주공11단지,37.6653136549,127.0573560403
4405,상계주공10단지,37.6621441437,127.0582161724
4406,노원고등학교,37.6616421835,127.0545716979
4407,상계주공10단지상가,37.661415551,127.0574425842
4408,상계주공14단지,37.669103,127.056828
4409,상계주공12단지,37.6666192497,127.057491936
4410,보람아파트1단지,37.6644083632,127.0654519677
4411,보람아파트2단지,37.6647178888,127.0646247776
4412,청원고등학교,37.6652295093,127.0616145996
4413,상계주공12단지1202동,37.6649222801,127.0597893905
4414,광운대역,37.6226011923,127.0616088528
4415,광운대역,37.622307213,127.0620402318
4416,월계현대아파트,37.619656362,127.0634744509
4417,월계현대아파트,37.6194843541,127.0632896546
4418,물류센터,37.6168850987,127.0642661757
4419,석계역1번출구.A,37.61493,127.065197
4420,석계역2번출구,37.615274256,127.0669732146
4421,광운대학교,37.6203373014,127.0587975532
4422,월계삼거리,37.6226677969,127.0600070288
4423,화진빌라,37.615862413,127.0607786376
4424,화진빌라,37.6157443523,127.06081479
4425,선곡초등학교,37.6172033817,127.0586931343
4426,선곡초등학교,37.617189956,127.0585107449
4427,청백아파트1단지,37.635412,127.052187
4428,대우아파트,37.6331096709,127.0521635327
4429,청백아파트3단지4단지,37.6319577596,127.0508507
4430,청백아파트3단지4단지,37.6316287727,127.051063481
4431,초안아파트.흥화브라운빌아파트,37.6320933659,127.0444130172
4432,초안아파트.흥화브라운빌아파트,37.6324444123,127.0439520785
4433,쌍용스윗닷홈아파트,37.630397,127.045424
4434,신창중학교후문,37.6281207051,127.0470968768
4435,신창중학교후문,37.6276429746,127.0474874418
4436,염광고등학교,37.6275401275,127.0503112065
4437,염광고등학교,37.6274263434,127.0501654748
4438,월계주공1단지상가,37.6265402278,127.0513624918
4439,월계공단,37.6271301634,127.0518546625
4440,월계종합사회복지관,37.6275486516,127.0524876639
4441,월계종합사회복지관,37.6273632388,127.0526761378
4442,월계주공2단지,37.6283500757,127.0538076332
4443,월계주공1단지,37.6281501735,127.0540294401
4444,인덕대학교,37.6283928743,127.0553064589
4445,인덕대학교,37.628606318,127.0555468048
4446,월계주공108동앞롯데캐슬루나아파트,37.6261891646,127.0525926058
4447,인덕대학,37.6279837976,127.0552744331
4448,한진한화그랑빌아파트,37.6158054934,127.0692324274
4449,한진한화그랑빌아파트,37.6182551734,127.0698588736
4450,한천초등학교,37.6194104112,127.0697783914
4451,한천초등학교,37.619986091,127.0699692449
4452,월계동대우아파트,37.6330006245,127.0521985803
4453,월계미성아파트,37.6216182605,127.0694507944
4454,월계미륭아파트,37.6231065697,127.0683895402
4455,월계미륭아파트,37.6233839659,127.0686265665
4456,월계삼호아파트,37.6251751879,127.0672913812
4457,월계삼호아파트,37.6253210274,127.0675294239
4458,월계삼호4차아파트,37.6264654662,127.0658231365
4459,월계삼호4차아파트,37.6266627148,127.0659819208
4460,녹천초등학교월계이마트,37.6274651272,127.0647089816
4461,녹천초등학교월계이마트,37.6275517792,127.0649064093
4462,월계사슴아파트2단지,37.6321018431,127.0605822539
4463,월계사슴아파트3단지,37.6319802807,127.0604190015
4464,월계역,37.6339280991,127.0592762067
4465,월계역,37.6337353806,127.0590505789
4466,대우아파트,37.6338935455,127.0523147751
4467,인덕삼거리,37.6284189063,127.0574013174
4468,신도브래뉴.한전노원변전소,37.6281477432,127.0590994066
4469,광운중.광운인공지능고등학교,37.6189553524,127.0563054062
4470,광운중.광운인공지능고등학교,37.6188434634,127.0566281734
4471,광운대학교,37.6198429291,127.0581457879
4472,월계삼거리,37.6228651974,127.0598825713
4473,롯데캐슬루나아파트,37.6251552305,127.0514363107
4474,인덕대앞,37.629037896,127.0575128243
4475,월계보건지소,37.6320479709,127.0617240336
4476,월계보건지소,37.6315831486,127.0616865136
4477,교육촌.벼루말,37.6220971971,127.0527861494
4478,장석교회,37.6240661361,127.0507071107
4479,쌍용스윗닷홈아파트,37.6306057989,127.0450262042
4480,인덕삼거리,37.6286993108,127.0571622955
4481,신도브래뉴.한전노원변전소,37.6285262632,127.0587130902
4482,상명고등학교.성원아파트,37.6497762941,127.0692322195
4483,중계1동주민센터,37.6519933894,127.0772332213
4484,은행사거리,37.6488502006,127.0764225838
4485,양지근린공원,37.6472344227,127.0764100912
4486,서라벌고등학교,37.6448411567,127.0750013294
4487,불암중학교,37.6466698662,127.074341359
4488,불암중학교,37.6465375422,127.0741270461
4489,중계주공10단지.중계건영3차아파트,37.6476657962,127.0739649794
4490,롯데우성아파트,37.6474774507,127.0739965235
4491,중계구민체육센터,37.6475568079,127.0709617629
4492,중계구민체육센터,37.6477683703,127.0712792746
4493,롯데마트,37.6473689426,127.0701921103
4494,을지중학교,37.6504055565,127.071731712
4495,을지중학교,37.6502087203,127.0709042219
4496,청암중.고등학교,37.6525019583,127.0738564437
4497,중계주공5단지514동,37.6508108548,127.0749325352
4498,원광초등학교,37.6544599563,127.0767529676
4499,중계역,37.6438640613,127.064434759
4500,노원구민의전당,37.6393911575,127.0664180981
4501,건영옴니백화점,37.6390239291,127.0640416208
4502,브라운스톤중계.우리은행앞,37.6391797213,127.0642162553
4503,서울아이티고등학교,37.642374416,127.0625227389
4504,서울아이티고등학교,37.6416979423,127.063103394
4505,어린이교통공원,37.6453394473,127.0626565883
4506,중계역,37.6429735644,127.0653255037
4507,서울시립북서울미술관,37.6395019003,127.0670535329
4508,중계건영2차아파트,37.6460948667,127.0653984973
4509,중계역2번출구,37.6456175479,127.0649391251
4510,상명초등학교,37.6478506148,127.0677841912
4511,중계3단지목련아파트,37.6475000013,127.0679665353
4512,상명고등학교,37.6494835403,127.0690664892
4513,목련아파트상가,37.6468582175,127.0698765896
4514,중계목화아파트4단지,37.6435314138,127.0714066755
4515,용동초등학교,37.6421162703,127.069131057
4516,용동초등학교,37.6418721472,127.0690118488
4517,2001아울렛중계점,37.6416882067,127.067663219
4518,서울시립북서울미술관후문,37.6412884854,127.0670350895
4519,홈플러스중계점,37.6407225926,127.0686266493
4520,노원평생학습관,37.6393428578,127.0689347229
4521,대진여자고등학교,37.6446837222,127.0670970674
4522,청계초등학교,37.6445081062,127.0669303287
4523,중계역1번출구,37.6460641437,127.0639116781
4524,상계역,37.6614603275,127.074101078
4525,상계역,37.659345525,127.0730188945
4526,상계역,37.659443,127.073197
4527,중계주공3단지,37.6569324006,127.077310076
4528,중계주공2단지,37.657048,127.07783
4529,중계주공4단지,37.655638775,127.0780504028
4530,중계주공4단지,37.6543102472,127.0784549207
4531,중계1동주민센터,37.651867022,127.0775628848
4532,신한은행중계동지점,37.6505108522,127.0776317385
4533,기업은행중계동WM센터,37.6507119276,127.0774268211
4534,공릉신도2차아파트,37.6254122748,127.0715005195
4535,노원문화예술회관.불암초등학교,37.6506776631,127.0801602952
4536,노원문화예술회관.불암초등학교,37.6500481925,127.0809177871
4537,영신여자고등학교입구,37.6492848806,127.0810597515
4538,불암고등학교,37.6485021744,127.0805749976
4539,중계본동주민센터,37.6474739679,127.0806838117
4540,노원우체국,37.6460324291,127.0817180202
4541,노원우체국,37.6461584467,127.0819108069
4542,중계본동종점,37.644643,127.083058
4543,중계주공7단지,37.647938,127.079788
4544,중계주공6단지상가,37.6481262911,127.0794424677
4545,대림벽산아파트,37.647837,127.077428
